rank,score,lane,record_id,title,date,date_period,cote,original_url,exact_places,inferred_places,family_id,aerial_datasets,reasons
68,27.925,thematic,mtl_archives_metadata_13336.json,Pont de chemin de fer du CN - Ile Bigras / Rhéal Benny . - 16 septembre 1974,1974,1974,VM94-B132,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B132-001.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, transit|aerial linkage|original source link|dated record"
69,27.925,thematic,mtl_archives_metadata_146.json,Vue aérienne verticale du secteur de Lasalle,1925-1935,1925,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1925-1939/VM97-3_01-040.tif,,,vf-metadata_duplicate-metadata-duplicate-vue-aerienne-verticale-du-secteur-de-lasalle-1925-d6ab945a,aerial_1925_1935,"themes: waterfront, industrial|aerial linkage|visual family available|original source link|dated record"
70,27.925,thematic,mtl_archives_metadata_149.json,Vue aérienne verticale du secteur de Lachine,1925-1935,1925,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1925-1939/VM97-3_01-044.tif,,,vf-metadata_duplicate-metadata-duplicate-vue-aerienne-verticale-du-secteur-de-lachine-1925-b9a6cb69,aerial_1925_1935,"themes: waterfront, industrial|aerial linkage|visual family available|original source link|dated record"
71,27.925,thematic,mtl_archives_metadata_14938.json,Édifice du Service de la voie publique 1400 rue des Carrières et incinérateur des Carrières / Rhéal Benny . - 31 octobre 1975,1975,1975,VM94-B188,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B188-001.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, transit|aerial linkage|original source link|dated record"
72,27.925,thematic,mtl_archives_metadata_167.json,Vue aérienne oblique de Pointe Saint-Charles,1925,1925,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1925-1939/VM97-3_01-029.tif,,,vf-exact_asset-exact-asset-http-depot-ville-montreal-qc-ca-vues-aeriennes-1925-1939-vm97-3-01-0-a671ef8a,aerial_1925_1935,"themes: waterfront, industrial|aerial linkage|visual family available|original source link|dated record"
73,27.925,old_port,mtl_archives_metadata_16983.json,Iles Ste-Hélène et Notre-Dame; Centre-ville vu du Sud-Ouest / Martel . - 23 avril 1986,1986,1986,VM94-B261,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B261-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
74,27.925,old_montreal,mtl_archives_metadata_17042.json,Fête des Neiges à l'Ile Notre-Dame / Martel . - 27 janvier et 1er février 1987,1987,1987,VM94-B264,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B264-001.tif,old_montreal:vieux-montreal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
75,27.925,old_port,mtl_archives_metadata_17361.json,Vues générales (Centre-ville et Port) / R. Martel . - 18 août 1988,1988,1988,VM94-B270,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B270-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
76,27.925,old_port,mtl_archives_metadata_17409.json,Vues aériennes / R. Martel . - 18 novembre 1988,1988,1988,VM94-B271,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B271-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
77,27.925,old_port,mtl_archives_metadata_17496.json,Vues aériennes de Montréal / Réjean Martel . - 12 juilet 1989,1989,1989,VM94-B273,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B273-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
78,27.925,old_port,mtl_archives_metadata_17639.json,Vues aériennes des Iles / Réjean Martel . - 26 aout 1989,1989,1989,VM94-B274,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B274-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
79,27.925,old_port,mtl_archives_metadata_17794.json,Parcs industriels / Réjean Martel et Denis Labine . - 13 octobre 1989,1989,1989,VM94-B275,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B275-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
80,27.925,old_port,mtl_archives_metadata_17935.json,Photographies aérienne : Plan urbanisme / Réjean Martel . - 25 octobre 1989,1989,1989,VM94-B276,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B276-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
81,27.475,thematic,mtl_archives_metadata_12728.json,Pont Ahuntsic (Pont Viau) / Rhéal Benny . - 28 septembre 1972,1972,1972,VM94-B100,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B100-001.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, transit|aerial linkage|original source link|dated record"
82,27.475,thematic,mtl_archives_metadata_13272.json,Pont de la Concorde / Rhéal Benny . - 16 septembre 1974,1974,1974,VM94-B119,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B119-001.tif,,,vf-embedding_neighbor-mtl-archives-metadata-13272-json-mtl-archives-metadata-15140-json-mtl-archives-m-4795d647,aerial_obliques_1960_1992,"themes: waterfront, transit|aerial linkage|visual family available|original source link|dated record"
83,27.475,thematic,mtl_archives_metadata_13294.json,Pont Le Gardeur et pont du C.N. - Pointe-aux-Trembles - Ile Bourdon / Rhéal Benny . - 16 septembre 1974,1974,1974,VM94-B122,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B122-001.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, transit|aerial linkage|original source link|dated record"
84,27.475,thematic,mtl_archives_metadata_13367.json,Pont de l'Ile Mercier / Rhéal Benny . - 16 septembre 1974,1974,1974,VM94-B140,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B140-001.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, transit|aerial linkage|original source link|dated record"
85,27.475,old_montreal,mtl_archives_metadata_14395.json,Parc Kent / Rhéal Benny . - 28 mai au 10 septembre 1975,1975,1975,VM94-B174,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B174-001.tif,,old_montreal:vieux-montreal,vf-embedding_neighbor-mtl-archives-metadata-14404-json-mtl-archives-metadata-14395-json-6339eeea,aerial_obliques_1960_1992,model place signal (1)|themes: construction|aerial linkage|visual family available|original source link|dated record
86,27.475,old_port,mtl_archives_metadata_18093.json,Vue aérienne - Centre-ville - Pointe-à-callière - Cité internationale - Faubourg Québec (Montréal) / Réjean Martel . - août 1991,1991,1991,VM94-B277,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B277-001.tif,old_port:port de montréal,,,aerial_obliques_1960_1992,exact source place signal (1)|aerial linkage|original source link|dated record
87,26.925,thematic,mtl_archives_metadata_12455.json,Carrière Francon et stationnement autour de l'Hôtel de ville / Raymond Gagnon . - 25 août 1970,1970,1970s,VM94-B083,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B083-001.tif,,,vf-embedding_neighbor-mtl-archives-metadata-8291-json-mtl-archives-metadata-10817-json-mtl-archives-me-91405bd1,aerial_obliques_1960_1992,"themes: industrial, construction|aerial linkage|visual family available|original source link|dated record"
88,26.925,thematic,mtl_archives_metadata_14289.json,Compagnie Schok Béton à Saint-Eustache / Rhéal Benny . - 10 avril au 28 mai 1975,1975,1975,VM94-B170,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B170-001.tif,,,vf-embedding_neighbor-mtl-archives-metadata-13464-json-mtl-archives-metadata-14289-json-mtl-archives-m-339ddd14,aerial_obliques_1960_1992,"themes: industrial, construction|aerial linkage|visual family available|original source link|dated record"
89,26.925,old_montreal,mtl_archives_metadata_14807.json,"Centre de formation des pompiers de Montréal, 6700 est, rue Notre-Dame / Rhéal Benny . - 19 juin 1975",1975,1975,VM94-B180,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B180-001.tif,,old_montreal:notre dame est,vf-embedding_neighbor-mtl-archives-metadata-13464-json-mtl-archives-metadata-14289-json-mtl-archives-m-339ddd14,aerial_obliques_1960_1992,model place signal (1)|themes: transit|aerial linkage|visual family available|original source link|dated record
90,26.925,thematic,mtl_archives_metadata_150.json,Vue aérienne verticale du secteur de Lasalle,1925-1935,1925,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1925-1939/VM97-3_01-045.tif,,,vf-metadata_duplicate-metadata-duplicate-vue-aerienne-verticale-du-secteur-de-lasalle-1925-d6ab945a,aerial_1925_1935,"themes: waterfront, industrial|aerial linkage|visual family available|original source link|dated record"
91,26.925,old_montreal,mtl_archives_metadata_15056.json,Viaduc de la rue Sherbrooke près du Parc Olympique / Rhéal Benny . - 9 juin 1976,1976,1976,VM94-B195,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B195-001.tif,,old_montreal:vieux-montreal,vf-embedding_neighbor-mtl-archives-metadata-13464-json-mtl-archives-metadata-14289-json-mtl-archives-m-339ddd14,aerial_obliques_1960_1992,model place signal (1)|themes: construction|aerial linkage|visual family available|original source link|dated record
92,26.675,old_port,mtl_archives_metadata_11980.json,,,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B035-002.tif,,old_port:clock tower|old_port:clock tower,,aerial_obliques_1960_1992,"model place signal (2)|themes: waterfront, transit|aerial linkage|original source link"
93,26.675,old_port,mtl_archives_metadata_13403.json,,,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B151-002.tif,,old_port:clock tower|old_port:clock tower,,aerial_obliques_1960_1992,"model place signal (2)|themes: waterfront, transit|aerial linkage|original source link"
94,26.675,thematic,mtl_archives_metadata_13903.json,,,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B164-006.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, construction, transit|aerial linkage|original source link"
95,26.675,thematic,mtl_archives_metadata_13948.json,,,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B164-051.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, construction, transit|aerial linkage|original source link"
96,26.675,thematic,mtl_archives_metadata_14032.json,,,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B164-135.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, construction, transit|aerial linkage|original source link"
97,26.675,thematic,mtl_archives_metadata_14083.json,,,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B164-174.tif,,,,aerial_obliques_1960_1992,"themes: waterfront, industrial, construction, transit|aerial linkage|original source link"
98,26.475,old_montreal,mtl_archives_metadata_13176.json,Vélodrome du Parc Olympique en construction - Travaux publics M. Phaneuf / Rhéal Benny . - 6 juin 1974,1974,1974,VM94-B115,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B115-001.tif,,old_montreal:vieux-montreal,vf-metadata_duplicate-metadata-duplicate-velodrome-du-parc-olympique-en-construction-travaux-publics-m-355ec604,aerial_obliques_1960_1992,model place signal (1)|themes: construction|aerial linkage|visual family available|original source link|dated record
99,26.475,thematic,mtl_archives_metadata_13284.json,Pont Jacques-Cartier / Rhéal Benny . - 16 septembre 1974,1974,1974,VM94-B120,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B120-001.tif,,,vf-embedding_neighbor-mtl-archives-metadata-13272-json-mtl-archives-metadata-15140-json-mtl-archives-m-4795d647,aerial_obliques_1960_1992,"themes: waterfront, transit|aerial linkage|visual family available|original source link|dated record"
100,26.475,thematic,mtl_archives_metadata_148.json,Vue aérienne verticale du secteur de Lachine,1925-1935,1925,,http://depot.ville.montreal.qc.ca/vues-aeriennes-1925-1939/VM97-3_01-043.tif,,,vf-metadata_duplicate-metadata-duplicate-vue-aerienne-verticale-du-secteur-de-lachine-1925-b9a6cb69,aerial_1925_1935,"themes: waterfront, industrial|aerial linkage|visual family available|original source link|dated record"
